127.457891156,94.8659,59.2
128.121292517,90.443,60.1
128.793151927,89.3044,60.2
129.473265306,88.2206,61.1
130.134353741,90.7594,61.2
130.807732426,89.1029,62.1
131.452539682,93.0511,62.2
132.125215419,89.196,63.1
132.779206349,91.7444,63.2
133.419591836,93.6936,64.1
134.089977324,89.5007,64.2
134.785510204,86.2648,65.1
135.502199546,83.7183,65.2
136.218594104,83.7527,66.1
136.896258503,88.5394,66.2
137.545011337,92.4851,67.1
138.216848072,89.3074,67.2
138.896167800,88.3237,68.1
139.566054421,89.5674,68.2
140.198707482,94.8387,69.1
140.856575963,91.2036,69.2
141.517006802,90.8498,70.1
142.157800453,93.6339,70.2
142.820657596,90.5172,71.1
143.460068027,93.8364,71.2
144.092743764,94.8353,72.1
144.725260770,94.8591,72.2
145.380453514,91.5761,73.1
146.013038548,94.8489,73.2
146.706938775,86.4678,74.1
147.378321995,89.3677,74.2
148.033310657,91.6046,75.1
148.705260770,89.2923,75.2
149.368480725,90.4677,76.1
150.047891156,88.3119,76.2
150.703083900,91.5761,77.1
151.775578231,55.9444,78
152.946349206,51.2483,79
153.972222222,58.4868,80
154.927936507,62.7803,81
155.769070294,71.3323,82
156.541043083,77.7229,83
157.241609977,85.6449,84
157.912721088,89.404,85
158.584829931,89.2713,86
159.215215419,95.1799,87
159.855759637,93.6703,88
160.426961451,105.042,89
161.028820861,99.6911,90
161.600294784,104.992,91
162.232653061,94.8829,92
162.818072562,102.491,93
163.403900226,102.419,94
163.975079365,105.046,95
164.521791383,109.747,96
165.080521541,107.386,97
165.633015873,108.598,98
166.226666666,101.07,99
166.767188208,111.004,100
167.314036281,109.72,101
167.862607709,109.375,102
168.393151927,113.091,103
168.918979591,114.106,104
169.426712018,118.172,105
169.961768707,112.138,106
170.491473922,113.271,107
171.029002267,111.622,108
171.570702947,110.762,109
172.127097505,107.837,110
172.673718820,109.765,111
173.201609977,113.66,112
173.707891156,118.511,113
174.170408163,129.725,114
174.664036281,121.549,115
175.142743764,125.338,116
175.658752834,116.277,117
176.177233560,115.723,118
176.661791383,123.824,119
177.169954648,118.072,120
177.695827664,114.096,121
178.211519274,116.349,122
178.719591836,118.093,123
179.214603174,121.209,124
179.684852607,127.592,125
180.169183673,123.882,126
180.620385487,132.978,127
181.096439909,126.036,128
181.567165532,127.463,129
182.005804988,136.787,130
182.460068027,132.082,131
182.924603174,129.161,132
183.393378684,127.993,133
183.833174603,136.427,134
184.281519274,133.826,135
184.767097505,123.564,136
185.223083900,131.583,137
185.653650793,139.351,138
186.100204081,134.362,139
186.534467120,138.165,140
186.986825396,132.638,141
187.426938775,136.329,142
187.912222222,123.639,143
188.344058956,138.941,144
188.823854875,125.053,145
189.285895691,129.859,146
189.748163265,129.795,147
190.233673469,123.581,148
190.681519274,133.975,149
191.128208616,134.322,150
191.583310657,131.839,151
192.055396825,127.095,152
192.547256235,121.986,153
192.995034013,133.995,154
193.434965986,136.385,155
193.873832199,136.716,156
194.313628117,136.427,157
194.768208616,131.99,158
195.192244897,141.497,159
195.632154195,136.392,160
196.096757369,129.142,161
196.543287981,134.369,162
196.983151927,136.406,163
197.421927437,136.744,164
197.861791383,136.406,165
198.308185941,134.41,166
198.786825396,125.355,167
199.272222222,123.61,168
